2026/05/18 19:29:25.232, 0, 3, 97871, 0
2026/05/18 19:29:25.233, 1, 2, 97871, 0
2026/05/18 19:29:25.235, 2, 2, 97871, 0
2026/05/18 19:29:25.236, 3, 1, 97871, 0
2026/05/18 19:29:26.237, 0, 3, 97871, 0
2026/05/18 19:29:26.237, 1, 2, 97871, 0
2026/05/18 19:29:26.237, 2, 2, 97871, 0
2026/05/18 19:29:26.237, 3, 1, 97871, 0
2026/05/18 19:29:27.237, 0, 3, 97871, 0
2026/05/18 19:29:27.237, 1, 2, 97871, 0
2026/05/18 19:29:27.237, 2, 2, 97871, 0
2026/05/18 19:29:27.237, 3, 1, 97871, 0
2026/05/18 19:29:28.238, 0, 3, 97871, 0
2026/05/18 19:29:28.238, 1, 2, 97871, 0
2026/05/18 19:29:28.238, 2, 2, 97871, 0
2026/05/18 19:29:28.238, 3, 1, 97871, 0
2026/05/18 19:29:29.238, 0, 3, 97871, 0
2026/05/18 19:29:29.238, 1, 2, 97871, 0
2026/05/18 19:29:29.238, 2, 2, 97871, 0
2026/05/18 19:29:29.238, 3, 1, 97871, 0
2026/05/18 19:29:30.238, 0, 3, 97871, 0
2026/05/18 19:29:30.239, 1, 2, 97871, 0
2026/05/18 19:29:30.239, 2, 2, 97871, 0
2026/05/18 19:29:30.239, 3, 1, 97871, 0
2026/05/18 19:29:31.239, 0, 3, 97871, 0
2026/05/18 19:29:31.239, 1, 2, 97871, 0
2026/05/18 19:29:31.239, 2, 2, 97871, 0
2026/05/18 19:29:31.239, 3, 1, 97871, 0
2026/05/18 19:29:32.239, 0, 3, 97871, 0
2026/05/18 19:29:32.240, 1, 2, 97871, 0
2026/05/18 19:29:32.241, 2, 2, 97871, 0
2026/05/18 19:29:32.241, 3, 1, 97871, 0
2026/05/18 19:29:33.241, 0, 5, 97871, 0
2026/05/18 19:29:33.242, 1, 2, 97871, 0
2026/05/18 19:29:33.242, 2, 2, 97871, 0
2026/05/18 19:29:33.242, 3, 1, 97871, 0
2026/05/18 19:29:34.242, 0, 5, 97871, 0
2026/05/18 19:29:34.242, 1, 2, 97871, 0
2026/05/18 19:29:34.242, 2, 2, 97871, 0
2026/05/18 19:29:34.242, 3, 1, 97871, 0
2026/05/18 19:29:35.242, 0, 4, 97871, 0
2026/05/18 19:29:35.243, 1, 2, 97871, 0
2026/05/18 19:29:35.243, 2, 2, 97871, 0
2026/05/18 19:29:35.243, 3, 1, 97871, 0
2026/05/18 19:29:36.243, 0, 4, 97871, 0
2026/05/18 19:29:36.243, 1, 2, 97871, 0
2026/05/18 19:29:36.243, 2, 2, 97871, 0
2026/05/18 19:29:36.243, 3, 0, 97871, 0
2026/05/18 19:29:37.243, 0, 4, 97871, 0
2026/05/18 19:29:37.243, 1, 1, 97871, 0
2026/05/18 19:29:37.243, 2, 1, 97871, 0
2026/05/18 19:29:37.243, 3, 0, 97871, 0
2026/05/18 19:29:38.243, 0, 4, 97871, 0
2026/05/18 19:29:38.243, 1, 1, 97871, 0
2026/05/18 19:29:38.244, 2, 1, 97871, 0
2026/05/18 19:29:38.244, 3, 0, 97871, 0
2026/05/18 19:29:39.244, 0, 4, 97871, 0
2026/05/18 19:29:39.244, 1, 1, 97871, 0
2026/05/18 19:29:39.244, 2, 1, 97871, 0
2026/05/18 19:29:39.244, 3, 0, 97871, 0
2026/05/18 19:29:40.244, 0, 4, 97871, 0
2026/05/18 19:29:40.244, 1, 1, 97871, 0
2026/05/18 19:29:40.244, 2, 1, 97871, 0
2026/05/18 19:29:40.244, 3, 0, 97871, 0
2026/05/18 19:29:41.244, 0, 4, 97871, 0
2026/05/18 19:29:41.244, 1, 1, 97871, 0
2026/05/18 19:29:41.244, 2, 1, 97871, 0
2026/05/18 19:29:41.244, 3, 0, 97871, 0
2026/05/18 19:29:42.244, 0, 4, 97871, 0
2026/05/18 19:29:42.244, 1, 1, 97871, 0
2026/05/18 19:29:42.244, 2, 1, 97871, 0
2026/05/18 19:29:42.244, 3, 0, 97871, 0
2026/05/18 19:29:43.244, 0, 4, 97871, 0
2026/05/18 19:29:43.245, 1, 1, 97871, 0
2026/05/18 19:29:43.245, 2, 1, 97871, 0
2026/05/18 19:29:43.245, 3, 0, 97871, 0
2026/05/18 19:29:44.245, 0, 4, 97871, 0
2026/05/18 19:29:44.245, 1, 1, 97871, 0
2026/05/18 19:29:44.245, 2, 1, 97871, 0
2026/05/18 19:29:44.245, 3, 0, 97871, 0
2026/05/18 19:29:45.245, 0, 4, 97871, 0
2026/05/18 19:29:45.245, 1, 1, 97871, 0
2026/05/18 19:29:45.245, 2, 1, 97871, 0
2026/05/18 19:29:45.245, 3, 0, 97871, 0
2026/05/18 19:29:46.245, 0, 4, 97871, 0
2026/05/18 19:29:46.245, 1, 1, 97871, 0
2026/05/18 19:29:46.245, 2, 1, 97871, 0
2026/05/18 19:29:46.245, 3, 0, 97871, 0
2026/05/18 19:29:47.245, 0, 4, 97871, 0
2026/05/18 19:29:47.246, 1, 1, 97871, 0
2026/05/18 19:29:47.246, 2, 1, 97871, 0
2026/05/18 19:29:47.246, 3, 0, 97871, 0
2026/05/18 19:29:48.246, 0, 4, 97871, 0
2026/05/18 19:29:48.246, 1, 1, 97871, 0
2026/05/18 19:29:48.246, 2, 1, 97871, 0
2026/05/18 19:29:48.246, 3, 0, 97871, 0
2026/05/18 19:29:49.246, 0, 4, 97871, 0
2026/05/18 19:29:49.246, 1, 1, 97871, 0
2026/05/18 19:29:49.246, 2, 1, 97871, 0
2026/05/18 19:29:49.246, 3, 0, 97871, 0
2026/05/18 19:29:50.246, 0, 4, 97871, 0
2026/05/18 19:29:50.246, 1, 1, 97871, 0
2026/05/18 19:29:50.246, 2, 1, 97871, 0
2026/05/18 19:29:50.246, 3, 0, 97871, 0
2026/05/18 19:29:51.246, 0, 4, 97871, 0
2026/05/18 19:29:51.247, 1, 1, 97871, 0
2026/05/18 19:29:51.247, 2, 1, 97871, 0
2026/05/18 19:29:51.247, 3, 0, 97871, 0
2026/05/18 19:29:52.247, 0, 4, 97871, 0
2026/05/18 19:29:52.247, 1, 1, 97871, 0
2026/05/18 19:29:52.247, 2, 1, 97871, 0
2026/05/18 19:29:52.247, 3, 0, 97871, 0
2026/05/18 19:29:53.247, 0, 4, 97871, 0
2026/05/18 19:29:53.247, 1, 1, 97871, 0
2026/05/18 19:29:53.247, 2, 1, 97871, 0
2026/05/18 19:29:53.247, 3, 0, 97871, 0
2026/05/18 19:29:54.247, 0, 4, 97871, 0
2026/05/18 19:29:54.247, 1, 1, 97871, 0
2026/05/18 19:29:54.247, 2, 1, 97871, 0
2026/05/18 19:29:54.247, 3, 0, 97871, 0
2026/05/18 19:29:55.247, 0, 4, 97871, 0
2026/05/18 19:29:55.247, 1, 1, 97871, 0
2026/05/18 19:29:55.248, 2, 1, 97871, 0
2026/05/18 19:29:55.248, 3, 0, 97871, 0
2026/05/18 19:29:56.248, 0, 4, 97871, 0
2026/05/18 19:29:56.248, 1, 1, 97871, 0
2026/05/18 19:29:56.248, 2, 1, 97871, 0
2026/05/18 19:29:56.248, 3, 0, 97871, 0
2026/05/18 19:29:57.248, 0, 4, 97871, 0
2026/05/18 19:29:57.248, 1, 1, 97871, 0
2026/05/18 19:29:57.248, 2, 1, 97871, 0
2026/05/18 19:29:57.248, 3, 0, 97871, 0
2026/05/18 19:29:58.248, 0, 4, 97871, 0
2026/05/18 19:29:58.248, 1, 1, 97871, 0
2026/05/18 19:29:58.251, 2, 1, 97871, 0
2026/05/18 19:29:58.251, 3, 0, 97871, 0
2026/05/18 19:29:59.254, 0, 4, 97871, 0
2026/05/18 19:29:59.254, 1, 1, 97871, 0
2026/05/18 19:29:59.254, 2, 1, 97871, 0
2026/05/18 19:29:59.254, 3, 0, 97871, 0
2026/05/18 19:30:00.254, 0, 4, 97871, 0
2026/05/18 19:30:00.254, 1, 0, 97871, 0
2026/05/18 19:30:00.254, 2, 1, 97871, 0
2026/05/18 19:30:00.254, 3, 0, 97871, 0
2026/05/18 19:30:01.255, 0, 4, 97871, 0
2026/05/18 19:30:01.255, 1, 0, 97871, 0
2026/05/18 19:30:01.255, 2, 1, 97871, 0
2026/05/18 19:30:01.255, 3, 0, 97871, 0
2026/05/18 19:30:02.255, 0, 4, 97871, 0
2026/05/18 19:30:02.255, 1, 0, 97871, 0
2026/05/18 19:30:02.255, 2, 1, 97871, 0
2026/05/18 19:30:02.255, 3, 0, 97871, 0
2026/05/18 19:30:03.255, 0, 4, 97871, 0
2026/05/18 19:30:03.256, 1, 1, 97871, 0
2026/05/18 19:30:03.256, 2, 1, 97871, 0
2026/05/18 19:30:03.257, 3, 1, 97871, 0
2026/05/18 19:30:04.257, 0, 21, 97871, 0
2026/05/18 19:30:04.257, 1, 1, 97871, 0
2026/05/18 19:30:04.258, 2, 1, 97871, 0
2026/05/18 19:30:04.258, 3, 1, 97871, 0
2026/05/18 19:30:05.258, 0, 21, 97871, 0
2026/05/18 19:30:05.258, 1, 1, 97871, 0
2026/05/18 19:30:05.258, 2, 1, 97871, 0
2026/05/18 19:30:05.258, 3, 1, 97871, 0
2026/05/18 19:30:06.258, 0, 21, 97871, 0
2026/05/18 19:30:06.258, 1, 1, 97871, 0
2026/05/18 19:30:06.258, 2, 1, 97871, 0
2026/05/18 19:30:06.258, 3, 1, 97871, 0
2026/05/18 19:30:07.258, 0, 38, 97871, 0
2026/05/18 19:30:07.259, 1, 1, 97871, 0
2026/05/18 19:30:07.259, 2, 1, 97871, 0
2026/05/18 19:30:07.259, 3, 1, 97871, 0
2026/05/18 19:30:08.259, 0, 48, 97871, 0
2026/05/18 19:30:08.263, 1, 1, 97871, 0
2026/05/18 19:30:08.264, 2, 2, 97871, 0
2026/05/18 19:30:08.264, 3, 1, 97871, 0
2026/05/18 19:30:09.265, 0, 89, 97871, 0
2026/05/18 19:30:09.265, 1, 1, 97871, 0
2026/05/18 19:30:09.265, 2, 2, 97871, 0
2026/05/18 19:30:09.265, 3, 1, 97871, 0
2026/05/18 19:30:10.265, 0, 89, 97871, 0
2026/05/18 19:30:10.265, 1, 1, 97871, 0
2026/05/18 19:30:10.265, 2, 2, 97871, 0
2026/05/18 19:30:10.265, 3, 1, 97871, 0
2026/05/18 19:30:11.266, 0, 89, 97871, 0
2026/05/18 19:30:11.266, 1, 1, 97871, 0
2026/05/18 19:30:11.266, 2, 2, 97871, 0
2026/05/18 19:30:11.266, 3, 1, 97871, 0
2026/05/18 19:30:12.266, 0, 309, 97871, 0
2026/05/18 19:30:12.266, 1, 1, 97871, 0
2026/05/18 19:30:12.266, 2, 2, 97871, 0
2026/05/18 19:30:12.266, 3, 1, 97871, 0
2026/05/18 19:30:13.266, 0, 684, 97871, 1
2026/05/18 19:30:13.270, 1, 1, 97871, 0
2026/05/18 19:30:13.272, 2, 2, 97871, 0
2026/05/18 19:30:13.276, 3, 1, 97871, 0
2026/05/18 19:30:14.276, 0, 1755, 97871, 14
2026/05/18 19:30:14.276, 1, 1, 97871, 0
2026/05/18 19:30:14.276, 2, 2, 97871, 0
2026/05/18 19:30:14.276, 3, 1, 97871, 0
2026/05/18 19:30:15.276, 0, 1890, 97871, 0
2026/05/18 19:30:15.276, 1, 1, 97871, 0
2026/05/18 19:30:15.276, 2, 2, 97871, 0
2026/05/18 19:30:15.276, 3, 1, 97871, 0
2026/05/18 19:30:16.276, 0, 2098, 97871, 1
2026/05/18 19:30:16.276, 1, 1, 97871, 0
2026/05/18 19:30:16.276, 2, 2, 97871, 0
2026/05/18 19:30:16.276, 3, 1, 97871, 0
2026/05/18 19:30:17.276, 0, 2448, 97871, 3
2026/05/18 19:30:17.276, 1, 1, 97871, 0
2026/05/18 19:30:17.277, 2, 2, 97871, 0
2026/05/18 19:30:17.277, 3, 1, 97871, 0
2026/05/18 19:30:18.277, 0, 2448, 97871, 0
2026/05/18 19:30:18.277, 1, 1, 97871, 0
2026/05/18 19:30:18.277, 2, 2, 97871, 0
2026/05/18 19:30:18.277, 3, 1, 97871, 0
2026/05/18 19:30:19.277, 0, 2448, 97871, 0
2026/05/18 19:30:19.277, 1, 1, 97871, 0
2026/05/18 19:30:19.277, 2, 2, 97871, 0
2026/05/18 19:30:19.277, 3, 1, 97871, 0
2026/05/18 19:30:20.277, 0, 2781, 97871, 6
2026/05/18 19:30:20.277, 1, 1, 97871, 0
2026/05/18 19:30:20.277, 2, 2, 97871, 0
2026/05/18 19:30:20.277, 3, 1, 97871, 0
2026/05/18 19:30:21.277, 0, 3299, 97871, 0
2026/05/18 19:30:21.277, 1, 1, 97871, 0
2026/05/18 19:30:21.277, 2, 2, 97871, 0
2026/05/18 19:30:21.277, 3, 1, 97871, 0
2026/05/18 19:30:22.277, 0, 4149, 97871, 23
2026/05/18 19:30:22.277, 1, 1, 97871, 0
2026/05/18 19:30:22.277, 2, 2, 97871, 0
2026/05/18 19:30:22.277, 3, 1, 97871, 0
2026/05/18 19:30:23.277, 0, 5001, 97871, 26
2026/05/18 19:30:23.277, 1, 1, 97871, 0
2026/05/18 19:30:23.277, 2, 2, 97871, 0
2026/05/18 19:30:23.277, 3, 1, 97871, 0
2026/05/18 19:30:24.278, 0, 5364, 97871, 31
